,cc_timestamp,location,price,last4ccnum,date,category
145,2014-01-07 07:56:00,Brew've Been Served,98.53,9683,2014-01-07,Food and Beverage
146,2014-01-07 07:57:00,Hallowed Grounds,10.33,6691,2014-01-07,Food and Beverage
147,2014-01-07 07:58:00,Brew've Been Served,17.4,8202,2014-01-07,Food and Beverage
148,2014-01-07 08:00:00,Brew've Been Served,11.91,4948,2014-01-07,Food and Beverage
149,2014-01-07 08:00:00,Coffee Cameleon,11.55,2142,2014-01-07,Food and Beverage
150,2014-01-07 08:01:00,Coffee Cameleon,52.44,2418,2014-01-07,Food and Beverage
151,2014-01-07 08:01:00,Hallowed Grounds,9.92,9617,2014-01-07,Food and Beverage
152,2014-01-07 08:01:00,Hallowed Grounds,68.42,2681,2014-01-07,Food and Beverage
153,2014-01-07 08:02:00,Brew've Been Served,14.49,9405,2014-01-07,Food and Beverage
154,2014-01-07 08:06:00,Brew've Been Served,3.03,7819,2014-01-07,Food and Beverage
155,2014-01-07 08:09:00,Brew've Been Served,15.66,8411,2014-01-07,Food and Beverage
156,2014-01-07 08:18:00,Brew've Been Served,47.74,6901,2014-01-07,Food and Beverage
157,2014-01-07 09:17:00,Abila Airport,3840.37,3506,2014-01-07,Transportation and Heavy Industry
158,2014-01-07 10:05:00,Stewart and Sons Fabrication,1200.9,3506,2014-01-07,Manufacturing and Construction
159,2014-01-07 10:11:00,Nationwide Refinery,1347.36,9735,2014-01-07,Transportation and Heavy Industry
160,2014-01-07 11:31:00,Stewart and Sons Fabrication,1843.33,9735,2014-01-07,Manufacturing and Construction
161,2014-01-07 11:39:00,Nationwide Refinery,1562.66,7792,2014-01-07,Transportation and Heavy Industry
162,2014-01-07 12:00:00,Coffee Shack,16.63,7117,2014-01-07,Food and Beverage
163,2014-01-07 12:00:00,Bean There Done That,51.25,1415,2014-01-07,Food and Beverage
164,2014-01-07 12:00:00,Brewed Awakenings,12.17,7688,2014-01-07,Food and Beverage
165,2014-01-07 12:00:00,Jack's Magical Beans,23.68,6899,2014-01-07,Food and Beverage
166,2014-01-07 12:00:00,Brewed Awakenings,64.84,3853,2014-01-07,Food and Beverage
167,2014-01-07 12:00:00,Brewed Awakenings,71.59,2540,2014-01-07,Food and Beverage
168,2014-01-07 12:00:00,Bean There Done That,53.89,1877,2014-01-07,Food and Beverage
169,2014-01-07 12:00:00,Brewed Awakenings,6.72,8332,2014-01-07,Food and Beverage
170,2014-01-07 12:00:00,Bean There Done That,8.03,1321,2014-01-07,Food and Beverage
171,2014-01-07 12:00:00,Bean There Done That,46.25,6895,2014-01-07,Food and Beverage
172,2014-01-07 12:00:00,Jack's Magical Beans,18.77,9241,2014-01-07,Food and Beverage
173,2014-01-07 12:00:00,Jack's Magical Beans,19.61,8156,2014-01-07,Food and Beverage
174,2014-01-07 12:00:00,Jack's Magical Beans,69.84,2463,2014-01-07,Food and Beverage
175,2014-01-07 12:02:00,Nationwide Refinery,1071.04,3506,2014-01-07,Transportation and Heavy Industry
176,2014-01-07 12:29:00,Abila Airport,124.89,8642,2014-01-07,Transportation and Heavy Industry
177,2014-01-07 13:08:00,Katerina’s Café,59.07,7792,2014-01-07,Food and Beverage
178,2014-01-07 13:13:00,Guy's Gyros,29.57,8156,2014-01-07,Food and Beverage
179,2014-01-07 13:20:00,Abila Zacharo,13.52,1415,2014-01-07,Leisure and Tourism
180,2014-01-07 13:20:00,Gelatogalore,35.06,8332,2014-01-07,Food and Beverage
181,2014-01-07 13:20:00,Guy's Gyros,38.56,7354,2014-01-07,Food and Beverage
182,2014-01-07 13:24:00,Kalami Kafenion,45.05,1286,2014-01-07,Food and Beverage
183,2014-01-07 13:24:00,Kalami Kafenion,11.64,5407,2014-01-07,Food and Beverage
184,2014-01-07 13:25:00,Abila Zacharo,82.25,6899,2014-01-07,Leisure and Tourism
185,2014-01-07 13:29:00,Ouzeri Elian,29.1,2142,2014-01-07,Leisure and Tourism
186,2014-01-07 13:30:00,Gelatogalore,51.64,1310,2014-01-07,Food and Beverage
187,2014-01-07 13:32:00,Ouzeri Elian,28.37,4948,2014-01-07,Leisure and Tourism
188,2014-01-07 13:33:00,Abila Zacharo,52.72,7688,2014-01-07,Leisure and Tourism
189,2014-01-07 13:33:00,Gelatogalore,34.04,7253,2014-01-07,Food and Beverage
190,2014-01-07 13:33:00,Katerina’s Café,22.27,7889,2014-01-07,Food and Beverage
191,2014-01-07 13:33:00,Guy's Gyros,11.31,6816,2014-01-07,Food and Beverage
192,2014-01-07 13:33:00,Kalami Kafenion,18.06,4795,2014-01-07,Food and Beverage
193,2014-01-07 13:34:00,Ouzeri Elian,64.84,6895,2014-01-07,Leisure and Tourism
194,2014-01-07 13:35:00,Gelatogalore,8.98,2463,2014-01-07,Food and Beverage
195,2014-01-07 13:37:00,Gelatogalore,21.52,9551,2014-01-07,Food and Beverage
196,2014-01-07 13:39:00,Gelatogalore,17.21,9405,2014-01-07,Food and Beverage
197,2014-01-07 13:41:00,Katerina’s Café,51.41,3484,2014-01-07,Food and Beverage
198,2014-01-07 13:41:00,Abila Zacharo,17.81,9683,2014-01-07,Leisure and Tourism
199,2014-01-07 13:42:00,Ouzeri Elian,97.71,5368,2014-01-07,Leisure and Tourism
200,2014-01-07 13:44:00,Abila Zacharo,32.4,2418,2014-01-07,Leisure and Tourism
201,2014-01-07 13:45:00,Kalami Kafenion,22.83,1877,2014-01-07,Food and Beverage
202,2014-01-07 13:46:00,Guy's Gyros,10.11,9635,2014-01-07,Food and Beverage
203,2014-01-07 13:46:00,Kalami Kafenion,22.14,7108,2014-01-07,Food and Beverage
204,2014-01-07 13:49:00,Gelatogalore,36.5,2681,2014-01-07,Food and Beverage
205,2014-01-07 13:50:00,Ouzeri Elian,21.85,8411,2014-01-07,Leisure and Tourism
206,2014-01-07 13:52:00,Gelatogalore,71.77,1874,2014-01-07,Food and Beverage
207,2014-01-07 13:53:00,Hippokampos,51.69,3853,2014-01-07,Leisure and Tourism
208,2014-01-07 13:54:00,Gelatogalore,88.97,5921,2014-01-07,Food and Beverage
209,2014-01-07 13:55:00,Abila Zacharo,65.9,7819,2014-01-07,Leisure and Tourism
210,2014-01-07 13:56:00,Ouzeri Elian,16.2,1321,2014-01-07,Leisure and Tourism
211,2014-01-07 13:57:00,Katerina’s Café,37.44,8202,2014-01-07,Food and Beverage
212,2014-01-07 13:57:00,Gelatogalore,15.4,6691,2014-01-07,Food and Beverage
213,2014-01-07 14:00:00,Hippokampos,76.11,3492,2014-01-07,Leisure and Tourism
214,2014-01-07 14:07:00,Katerina’s Café,10.9,4434,2014-01-07,Food and Beverage
215,2014-01-07 14:09:00,Guy's Gyros,12.57,9617,2014-01-07,Food and Beverage
216,2014-01-07 14:09:00,Ouzeri Elian,59.51,6901,2014-01-07,Leisure and Tourism
217,2014-01-07 14:11:00,Hippokampos,37.57,8129,2014-01-07,Leisure and Tourism
218,2014-01-07 14:16:00,Abila Scrapyard,2149.28,2276,2014-01-07,Retail and Services
219,2014-01-07 14:19:00,Kronos Pipe and Irrigation,3920.82,4530,2014-01-07,Transportation and Heavy Industry
220,2014-01-07 14:34:00,Carlyle Chemical Inc.,4803.13,7792,2014-01-07,Retail and Services
221,2014-01-07 15:03:00,Stewart and Sons Fabrication,962.2,2276,2014-01-07,Manufacturing and Construction
222,2014-01-07 15:20:00,Maximum Iron and Steel,3207.31,4530,2014-01-07,Transportation and Heavy Industry
223,2014-01-07 15:41:00,Abila Airport,3411.29,8642,2014-01-07,Transportation and Heavy Industry
224,2014-01-07 16:24:00,Nationwide Refinery,889.58,2276,2014-01-07,Transportation and Heavy Industry
225,2014-01-07 19:45:00,Guy's Gyros,14.87,7819,2014-01-07,Food and Beverage
226,2014-01-07 19:48:00,Guy's Gyros,31.23,3484,2014-01-07,Food and Beverage
227,2014-01-07 20:01:00,Hippokampos,20.17,1877,2014-01-07,Leisure and Tourism
228,2014-01-07 20:02:00,Hippokampos,11.56,1415,2014-01-07,Leisure and Tourism
229,2014-01-07 20:04:00,Albert's Fine Clothing,308.36,6895,2014-01-07,Retail and Services
230,2014-01-07 20:09:00,Katerina’s Café,19.49,7253,2014-01-07,Food and Beverage
231,2014-01-07 20:10:00,Albert's Fine Clothing,78.91,7117,2014-01-07,Retail and Services
232,2014-01-07 20:10:00,Guy's Gyros,42.25,7384,2014-01-07,Food and Beverage
233,2014-01-07 20:10:00,Guy's Gyros,26.82,4795,2014-01-07,Food and Beverage
234,2014-01-07 20:11:00,Katerina’s Café,10.07,2142,2014-01-07,Food and Beverage
235,2014-01-07 20:11:00,Guy's Gyros,76.71,9683,2014-01-07,Food and Beverage
236,2014-01-07 20:12:00,Katerina’s Café,55.63,1874,2014-01-07,Food and Beverage
237,2014-01-07 20:13:00,Katerina’s Café,94.75,7889,2014-01-07,Food and Beverage
238,2014-01-07 20:13:00,Katerina’s Café,65.02,8202,2014-01-07,Food and Beverage
239,2014-01-07 20:14:00,Guy's Gyros,62.33,3853,2014-01-07,Food and Beverage
240,2014-01-07 20:15:00,Ouzeri Elian,11.41,9241,2014-01-07,Leisure and Tourism
241,2014-01-07 20:18:00,Katerina’s Café,31.6,8411,2014-01-07,Food and Beverage
242,2014-01-07 20:19:00,Guy's Gyros,89.76,7354,2014-01-07,Food and Beverage
243,2014-01-07 20:20:00,Frydos Autosupply n' More,312.73,6901,2014-01-07,Manufacturing and Construction
244,2014-01-07 20:32:00,Katerina’s Café,19.53,5921,2014-01-07,Food and Beverage
245,2014-01-07 20:33:00,Katerina’s Café,17.26,9617,2014-01-07,Food and Beverage
246,2014-01-07 20:33:00,Katerina’s Café,25.54,6691,2014-01-07,Food and Beverage
247,2014-01-07 20:34:00,Hippokampos,70.19,1321,2014-01-07,Leisure and Tourism
248,2014-01-07 20:34:00,Guy's Gyros,23.12,5368,2014-01-07,Food and Beverage
249,2014-01-07 20:47:00,Katerina’s Café,32.83,3492,2014-01-07,Food and Beverage
250,2014-01-07 20:49:00,Ouzeri Elian,20.53,2681,2014-01-07,Leisure and Tourism
251,2014-01-07 20:51:00,Hippokampos,32.99,8156,2014-01-07,Leisure and Tourism
252,2014-01-07 21:01:00,Katerina’s Café,33.29,9405,2014-01-07,Food and Beverage
253,2014-01-07 21:03:00,Hippokampos,21.2,2540,2014-01-07,Leisure and Tourism
254,2014-01-07 21:17:00,Hippokampos,37.88,2463,2014-01-07,Leisure and Tourism
255,2014-01-07 21:19:00,Katerina’s Café,18.35,1310,2014-01-07,Food and Beverage
256,2014-01-07 21:21:00,Hippokampos,35.85,7688,2014-01-07,Leisure and Tourism
257,2014-01-07 21:51:00,Hippokampos,22.18,8332,2014-01-07,Leisure and Tourism
258,2014-01-08 07:31:00,Brew've Been Served,15.66,7354,2014-01-08,Food and Beverage
259,2014-01-08 07:39:00,Hallowed Grounds,12.19,7108,2014-01-08,Food and Beverage
260,2014-01-08 07:39:00,Hallowed Grounds,8.15,1874,2014-01-08,Food and Beverage
261,2014-01-08 07:39:00,Hallowed Grounds,8.28,1310,2014-01-08,Food and Beverage
262,2014-01-08 07:40:00,Hallowed Grounds,5.85,8129,2014-01-08,Food and Beverage
263,2014-01-08 07:42:00,Brew've Been Served,3.09,4948,2014-01-08,Food and Beverage
264,2014-01-08 07:43:00,Hallowed Grounds,3.4,9617,2014-01-08,Food and Beverage
265,2014-01-08 07:47:00,Hallowed Grounds,3.11,3492,2014-01-08,Food and Beverage
266,2014-01-08 07:48:00,Brew've Been Served,32.92,3853,2014-01-08,Food and Beverage
267,2014-01-08 07:48:00,Brew've Been Served,8.27,6816,2014-01-08,Food and Beverage
268,2014-01-08 07:48:00,Brew've Been Served,19.17,9683,2014-01-08,Food and Beverage
269,2014-01-08 07:50:00,Brew've Been Served,33.68,9405,2014-01-08,Food and Beverage
270,2014-01-08 07:50:00,Hallowed Grounds,3.9,2681,2014-01-08,Food and Beverage
271,2014-01-08 07:51:00,Coffee Cameleon,6.59,7253,2014-01-08,Food and Beverage
272,2014-01-08 07:52:00,Coffee Cameleon,12.26,5921,2014-01-08,Food and Beverage
273,2014-01-08 07:55:00,Hallowed Grounds,79.92,7889,2014-01-08,Food and Beverage
274,2014-01-08 07:55:00,Brew've Been Served,91.87,3484,2014-01-08,Food and Beverage
275,2014-01-08 07:56:00,Hallowed Grounds,12.86,9551,2014-01-08,Food and Beverage
276,2014-01-08 07:57:00,Brew've Been Served,74.88,5368,2014-01-08,Food and Beverage
277,2014-01-08 07:57:00,Hallowed Grounds,11.63,6691,2014-01-08,Food and Beverage
278,2014-01-08 07:58:00,Brew've Been Served,8.4,5407,2014-01-08,Food and Beverage
279,2014-01-08 07:59:00,Coffee Cameleon,15.71,2142,2014-01-08,Food and Beverage
280,2014-01-08 08:00:00,Brew've Been Served,32.3,4795,2014-01-08,Food and Beverage
281,2014-01-08 08:01:00,Brew've Been Served,3.92,8202,2014-01-08,Food and Beverage
282,2014-01-08 08:01:00,Brew've Been Served,17.13,7819,2014-01-08,Food and Beverage
283,2014-01-08 08:01:00,Brew've Been Served,3.42,7384,2014-01-08,Food and Beverage
284,2014-01-08 08:03:00,Brew've Been Served,10.15,6901,2014-01-08,Food and Beverage
285,2014-01-08 08:09:00,Brew've Been Served,11.48,8411,2014-01-08,Food and Beverage
286,2014-01-08 08:16:00,Brew've Been Served,7.26,1286,2014-01-08,Food and Beverage
287,2014-01-08 08:18:00,Brew've Been Served,6.3,4434,2014-01-08,Food and Beverage
288,2014-01-08 08:22:00,Coffee Cameleon,16.17,2418,2014-01-08,Food and Beverage
289,2014-01-08 09:43:00,Carlyle Chemical Inc.,3048.31,7792,2014-01-08,Retail and Services
290,2014-01-08 09:54:00,Nationwide Refinery,4513.16,9152,2014-01-08,Transportation and Heavy Industry
291,2014-01-08 10:14:00,Nationwide Refinery,3674.32,9735,2014-01-08,Transportation and Heavy Industry
292,2014-01-08 11:28:00,Stewart and Sons Fabrication,1738.26,9152,2014-01-08,Manufacturing and Construction
293,2014-01-08 11:58:00,Stewart and Sons Fabrication,1673.77,9735,2014-01-08,Manufacturing and Construction
294,2014-01-08 12:00:00,Coffee Shack,13.13,7117,2014-01-08,Food and Beverage
